"COREAD","ESCA","HEALTHY","LIHC","NSCLC","PACA","STAD","split_name","train_early_percentage","test_early_percentage","MFR_train_auc","MFR_test_auc","FSI_train_auc","FSI_test_auc","CAFF_train_auc","CAFF_test_auc","FEM_train_auc","FEM_test_auc","Cancer_prob_train_auc","Cancer_prob_test_auc"
2,4,2,6,4,3,6,"split_256",0.341463414634146,0.358662613981763,0.924,0.945,0.914,0.898,0.835,0.831,0.952,0.908,0.973,0.958
5,4,2,6,4,3,6,"split_257",0.348314606741573,0.349253731343284,0.927,0.949,0.915,0.906,0.839,0.826,0.954,0.901,0.974,0.953
6,4,2,6,4,3,6,"split_258",0.337531486146096,0.360313315926893,0.916,0.945,0.91,0.904,0.837,0.83,0.949,0.902,0.97,0.954
2,3,3,6,4,3,6,"split_259",0.311715481171548,0.407284768211921,0.944,0.911,0.936,0.865,0.862,0.825,0.962,0.881,0.98,0.928
5,3,3,6,4,3,6,"split_260",0.317796610169492,0.396103896103896,0.946,0.916,0.935,0.862,0.867,0.818,0.965,0.879,0.981,0.924
6,3,3,6,4,3,6,"split_261",0.304245283018868,0.401685393258427,0.94,0.915,0.925,0.876,0.862,0.829,0.959,0.885,0.975,0.933
2,4,3,6,4,3,6,"split_262",0.341463414634146,0.358662613981763,0.934,0.919,0.929,0.871,0.85,0.843,0.961,0.877,0.978,0.927
5,4,3,6,4,3,6,"split_263",0.348314606741573,0.349253731343284,0.935,0.927,0.938,0.869,0.855,0.837,0.962,0.878,0.979,0.925
6,4,3,6,4,3,6,"split_264",0.337531486146096,0.360313315926893,0.929,0.92,0.92,0.876,0.848,0.844,0.954,0.875,0.972,0.93
2,3,2,1,5,3,6,"split_265",0.196078431372549,0.566978193146417,0.941,0.888,0.938,0.868,0.856,0.8,0.972,0.808,0.985,0.897
5,3,2,1,5,3,6,"split_266",0.200883002207506,0.553516819571865,0.941,0.896,0.937,0.88,0.86,0.796,0.973,0.811,0.985,0.903
6,3,2,1,5,3,6,"split_267",0.172839506172839,0.538666666666667,0.938,0.898,0.936,0.887,0.86,0.804,0.971,0.834,0.984,0.912
2,4,2,1,5,3,6,"split_268",0.219907407407407,0.508620689655172,0.93,0.909,0.927,0.879,0.843,0.82,0.971,0.824,0.981,0.911
5,4,2,1,5,3,6,"split_269",0.225352112676056,0.497175141242938,0.927,0.915,0.928,0.885,0.847,0.816,0.971,0.841,0.982,0.915
6,4,2,1,5,3,6,"split_270",0.198412698412698,0.490049751243781,0.92,0.914,0.923,0.899,0.846,0.821,0.968,0.859,0.979,0.923
2,3,3,1,5,3,6,"split_271",0.196078431372549,0.566978193146417,0.952,0.88,0.94,0.852,0.875,0.808,0.972,0.854,0.984,0.905
5,3,3,1,5,3,6,"split_272",0.200883002207506,0.553516819571865,0.946,0.889,0.946,0.848,0.88,0.802,0.971,0.869,0.984,0.914
6,3,3,1,5,3,6,"split_273",0.172839506172839,0.538666666666667,0.948,0.893,0.937,0.861,0.877,0.814,0.969,0.874,0.981,0.919
2,4,3,1,5,3,6,"split_274",0.219907407407407,0.508620689655172,0.941,0.892,0.933,0.854,0.864,0.826,0.97,0.863,0.98,0.911
5,4,3,1,5,3,6,"split_275",0.225352112676056,0.497175141242938,0.938,0.897,0.938,0.86,0.869,0.821,0.971,0.871,0.981,0.915
6,4,3,1,5,3,6,"split_276",0.198412698412698,0.490049751243781,0.938,0.899,0.933,0.873,0.863,0.83,0.965,0.883,0.978,0.926
2,3,2,6,5,3,6,"split_277",0.294238683127572,0.438775510204082,0.931,0.924,0.92,0.886,0.843,0.816,0.958,0.899,0.976,0.945
5,3,2,6,5,3,6,"split_278",0.3,0.426666666666667,0.933,0.926,0.927,0.897,0.847,0.812,0.959,0.901,0.978,0.944
6,3,2,6,5,3,6,"split_279",0.284722222222222,0.42816091954023,0.936,0.924,0.915,0.893,0.846,0.818,0.958,0.9,0.976,0.946
2,4,2,6,5,3,6,"split_280",0.32244008714597,0.386292834890966,0.923,0.943,0.917,0.895,0.83,0.837,0.956,0.906,0.974,0.952
5,4,2,6,5,3,6,"split_281",0.328918322295806,0.376146788990826,0.925,0.942,0.916,0.902,0.834,0.832,0.958,0.905,0.975,0.95
6,4,2,6,5,3,6,"split_282",0.316049382716049,0.384,0.916,0.941,0.918,0.899,0.831,0.835,0.954,0.903,0.975,0.948
2,3,3,6,5,3,6,"split_283",0.294238683127572,0.438775510204082,0.945,0.911,0.932,0.866,0.863,0.823,0.966,0.86,0.981,0.916
5,3,3,6,5,3,6,"split_284",0.3,0.426666666666667,0.941,0.907,0.927,0.86,0.868,0.816,0.967,0.866,0.98,0.911
6,3,3,6,5,3,6,"split_285",0.284722222222222,0.42816091954023,0.939,0.908,0.926,0.87,0.863,0.827,0.964,0.861,0.978,0.919
2,4,3,6,5,3,6,"split_286",0.32244008714597,0.386292834890966,0.94,0.911,0.926,0.87,0.852,0.842,0.965,0.868,0.979,0.917
5,4,3,6,5,3,6,"split_287",0.328918322295806,0.376146788990826,0.934,0.919,0.924,0.865,0.857,0.835,0.967,0.868,0.979,0.915
6,4,3,6,5,3,6,"split_288",0.316049382716049,0.384,0.938,0.911,0.922,0.875,0.85,0.843,0.96,0.859,0.976,0.918
2,3,2,1,2,6,6,"split_289",0.305555555555556,0.427536231884058,0.945,0.86,0.93,0.886,0.826,0.847,0.984,0.729,0.991,0.839
5,3,2,1,2,6,6,"split_290",0.311244979919679,0.414893617021277,0.946,0.862,0.929,0.897,0.829,0.841,0.985,0.739,0.992,0.843
6,3,2,1,2,6,6,"split_291",0.297777777777778,0.418181818181818,0.952,0.876,0.926,0.897,0.826,0.844,0.984,0.782,0.991,0.872
2,4,2,1,2,6,6,"split_292",0.333333333333333,0.372937293729373,0.936,0.882,0.922,0.897,0.813,0.866,0.984,0.746,0.99,0.855
5,4,2,1,2,6,6,"split_293",0.339702760084926,0.362459546925566,0.936,0.889,0.923,0.903,0.816,0.86,0.985,0.762,0.99,0.865
6,4,2,1,2,6,6,"split_294",0.328605200945626,0.372549019607843,0.931,0.894,0.926,0.907,0.811,0.86,0.981,0.8,0.989,0.891
2,3,3,1,2,6,6,"split_295",0.305555555555556,0.427536231884058,0.951,0.874,0.929,0.88,0.845,0.856,0.978,0.862,0.987,0.91
5,3,3,1,2,6,6,"split_296",0.311244979919679,0.414893617021277,0.947,0.874,0.925,0.882,0.849,0.848,0.978,0.865,0.987,0.914
6,3,3,1,2,6,6,"split_297",0.297777777777778,0.418181818181818,0.947,0.884,0.923,0.887,0.842,0.855,0.975,0.882,0.986,0.926
2,4,3,1,2,6,6,"split_298",0.333333333333333,0.372937293729373,0.944,0.892,0.922,0.889,0.833,0.873,0.977,0.869,0.986,0.919
5,4,3,1,2,6,6,"split_299",0.339702760084926,0.362459546925566,0.939,0.894,0.921,0.884,0.837,0.866,0.979,0.879,0.986,0.922
6,4,3,1,2,6,6,"split_300",0.328605200945626,0.372549019607843,0.936,0.896,0.915,0.897,0.828,0.87,0.973,0.886,0.982,0.928
2,3,2,6,2,6,6,"split_301",0.389830508474576,0.261044176706827,0.943,0.904,0.919,0.903,0.816,0.871,0.97,0.876,0.983,0.928
5,3,2,6,2,6,6,"split_302",0.396190476190476,0.250980392156863,0.95,0.906,0.919,0.915,0.819,0.864,0.97,0.882,0.985,0.93
6,3,2,6,2,6,6,"split_303",0.392033542976939,0.280528052805281,0.945,0.911,0.919,0.919,0.815,0.863,0.97,0.878,0.985,0.934
2,4,2,6,2,6,6,"split_304",0.420634920634921,0.217391304347826,0.933,0.921,0.909,0.915,0.803,0.89,0.971,0.886,0.982,0.936
5,4,2,6,2,6,6,"split_305",0.427710843373494,0.209219858156028,0.94,0.927,0.909,0.92,0.806,0.883,0.972,0.884,0.983,0.935
6,4,2,6,2,6,6,"split_306",0.426666666666667,0.242424242424242,0.937,0.926,0.904,0.922,0.8,0.879,0.969,0.888,0.983,0.94
2,3,3,6,2,6,6,"split_307",0.389830508474576,0.261044176706827,0.941,0.912,0.916,0.897,0.836,0.879,0.968,0.886,0.98,0.932
5,3,3,6,2,6,6,"split_308",0.396190476190476,0.250980392156863,0.94,0.916,0.919,0.898,0.84,0.869,0.969,0.891,0.982,0.933
6,3,3,6,2,6,6,"split_309",0.392033542976939,0.280528052805281,0.947,0.92,0.918,0.9,0.832,0.874,0.966,0.894,0.982,0.944
2,4,3,6,2,6,6,"split_310",0.420634920634921,0.217391304347826,0.944,0.922,0.909,0.902,0.824,0.895,0.967,0.897,0.98,0.942
5,4,3,6,2,6,6,"split_311",0.427710843373494,0.209219858156028,0.942,0.929,0.913,0.903,0.828,0.887,0.969,0.893,0.982,0.939
6,4,3,6,2,6,6,"split_312",0.426666666666667,0.242424242424242,0.935,0.924,0.905,0.904,0.819,0.888,0.965,0.897,0.977,0.945
2,3,2,1,3,6,6,"split_313",0.336842105263158,0.367213114754098,0.939,0.886,0.92,0.893,0.818,0.857,0.972,0.805,0.983,0.892
5,3,2,1,3,6,6,"split_314",0.343283582089552,0.356913183279743,0.938,0.889,0.921,0.902,0.821,0.852,0.972,0.816,0.984,0.901
6,3,2,1,3,6,6,"split_315",0.332541567695962,0.367688022284123,0.936,0.891,0.912,0.914,0.817,0.853,0.968,0.839,0.98,0.915
2,4,2,1,3,6,6,"split_316",0.368303571428571,0.322289156626506,0.933,0.904,0.916,0.905,0.803,0.874,0.972,0.807,0.981,0.898
5,4,2,1,3,6,6,"split_317",0.375565610859729,0.313609467455621,0.925,0.91,0.912,0.908,0.806,0.869,0.971,0.828,0.98,0.91
6,4,2,1,3,6,6,"split_318",0.368020304568528,0.329015544041451,0.922,0.911,0.9,0.914,0.8,0.867,0.967,0.846,0.977,0.922
2,3,3,1,3,6,6,"split_319",0.336842105263158,0.367213114754098,0.937,0.893,0.921,0.887,0.837,0.866,0.965,0.878,0.977,0.927
5,3,3,1,3,6,6,"split_320",0.343283582089552,0.356913183279743,0.936,0.897,0.924,0.886,0.842,0.859,0.968,0.894,0.98,0.934
6,3,3,1,3,6,6,"split_321",0.332541567695962,0.367688022284123,0.929,0.901,0.924,0.892,0.834,0.864,0.96,0.899,0.974,0.941
2,4,3,1,3,6,6,"split_322",0.368303571428571,0.322289156626506,0.93,0.907,0.912,0.889,0.824,0.881,0.963,0.887,0.975,0.934
5,4,3,1,3,6,6,"split_323",0.375565610859729,0.313609467455621,0.924,0.911,0.911,0.892,0.828,0.874,0.964,0.9,0.973,0.936
6,4,3,1,3,6,6,"split_324",0.368020304568528,0.329015544041451,0.926,0.91,0.917,0.903,0.818,0.877,0.957,0.893,0.971,0.94
2,3,2,6,3,6,6,"split_325",0.424302788844622,0.212230215827338,0.94,0.921,0.916,0.91,0.808,0.88,0.962,0.911,0.978,0.957
5,3,2,6,3,6,6,"split_326",0.431451612903226,0.204225352112676,0.941,0.928,0.911,0.918,0.811,0.874,0.963,0.909,0.979,0.956
6,3,2,6,3,6,6,"split_327",0.430803571428571,0.237951807228916,0.942,0.93,0.921,0.921,0.806,0.871,0.962,0.9,0.981,0.957
2,4,2,6,3,6,6,"split_328",0.458947368421053,0.177049180327869,0.926,0.939,0.908,0.922,0.793,0.896,0.964,0.907,0.977,0.959
5,4,2,6,3,6,6,"split_329",0.466950959488273,0.170418006430868,0.93,0.948,0.903,0.927,0.796,0.89,0.964,0.907,0.978,0.96
6,4,2,6,3,6,6,"split_330",0.470308788598575,0.206128133704735,0.927,0.939,0.89,0.927,0.789,0.886,0.958,0.903,0.974,0.958
2,3,3,6,3,6,6,"split_331",0.424302788844622,0.212230215827338,0.938,0.932,0.923,0.903,0.828,0.887,0.966,0.881,0.98,0.938
5,3,3,6,3,6,6,"split_332",0.431451612903226,0.204225352112676,0.938,0.936,0.915,0.898,0.832,0.879,0.966,0.875,0.979,0.93
6,3,3,6,3,6,6,"split_333",0.430803571428571,0.237951807228916,0.924,0.932,0.911,0.906,0.823,0.881,0.962,0.872,0.975,0.939
2,4,3,6,3,6,6,"split_334",0.458947368421053,0.177049180327869,0.935,0.939,0.912,0.91,0.815,0.902,0.969,0.875,0.981,0.936
5,4,3,6,3,6,6,"split_335",0.466950959488273,0.170418006430868,0.935,0.943,0.904,0.908,0.819,0.893,0.967,0.877,0.978,0.935
6,4,3,6,3,6,6,"split_336",0.470308788598575,0.206128133704735,0.924,0.938,0.902,0.91,0.808,0.894,0.962,0.879,0.973,0.94
2,3,2,1,4,6,6,"split_337",0.323651452282158,0.389261744966443,0.934,0.89,0.915,0.894,0.823,0.85,0.972,0.79,0.983,0.887
5,3,2,1,4,6,6,"split_338",0.329831932773109,0.378289473684211,0.934,0.9,0.912,0.899,0.826,0.845,0.972,0.808,0.983,0.897
6,3,2,1,4,6,6,"split_339",0.317757009345794,0.386363636363636,0.932,0.899,0.92,0.907,0.823,0.846,0.971,0.83,0.983,0.909
2,4,2,1,4,6,6,"split_340",0.353846153846154,0.341538461538462,0.921,0.913,0.908,0.905,0.809,0.868,0.971,0.814,0.979,0.906
5,4,2,1,4,6,6,"split_341",0.360801781737194,0.332326283987915,0.922,0.916,0.919,0.908,0.812,0.862,0.971,0.823,0.981,0.913
6,4,2,1,4,6,6,"split_342",0.351620947630923,0.345646437994723,0.919,0.919,0.917,0.915,0.807,0.862,0.967,0.845,0.979,0.925
2,3,3,1,4,6,6,"split_343",0.323651452282158,0.389261744966443,0.94,0.893,0.923,0.886,0.836,0.868,0.965,0.893,0.979,0.932
5,3,3,1,4,6,6,"split_344",0.329831932773109,0.378289473684211,0.937,0.898,0.926,0.882,0.841,0.86,0.967,0.899,0.98,0.934
6,3,3,1,4,6,6,"split_345",0.317757009345794,0.386363636363636,0.931,0.901,0.918,0.895,0.833,0.865,0.96,0.901,0.975,0.941
2,4,3,1,4,6,6,"split_346",0.353846153846154,0.341538461538462,0.933,0.907,0.917,0.886,0.823,0.883,0.963,0.898,0.976,0.937
5,4,3,1,4,6,6,"split_347",0.360801781737194,0.332326283987915,0.929,0.91,0.918,0.892,0.828,0.875,0.965,0.9,0.976,0.936
6,4,3,1,4,6,6,"split_348",0.351620947630923,0.345646437994723,0.923,0.913,0.919,0.904,0.817,0.878,0.959,0.903,0.974,0.946
2,3,2,6,4,6,6,"split_349",0.410609037328094,0.232472324723247,0.934,0.933,0.908,0.912,0.813,0.873,0.96,0.908,0.977,0.957
5,3,2,6,4,6,6,"split_350",0.417495029821074,0.223826714801444,0.936,0.936,0.903,0.916,0.816,0.866,0.963,0.906,0.978,0.955
6,3,2,6,4,6,6,"split_351",0.415384615384615,0.255384615384615,0.933,0.933,0.902,0.92,0.811,0.865,0.96,0.892,0.977,0.951
2,4,2,6,4,6,6,"split_352",0.443983402489627,0.194630872483221,0.925,0.949,0.896,0.923,0.799,0.89,0.962,0.906,0.975,0.961
5,4,2,6,4,6,6,"split_353",0.451680672268908,0.1875,0.929,0.952,0.897,0.926,0.802,0.884,0.961,0.905,0.976,0.96
6,4,2,6,4,6,6,"split_354",0.453271028037383,0.221590909090909,0.924,0.945,0.884,0.924,0.795,0.88,0.959,0.903,0.973,0.954
2,3,3,6,4,6,6,"split_355",0.410609037328094,0.232472324723247,0.942,0.928,0.917,0.903,0.827,0.89,0.961,0.904,0.977,0.948
5,3,3,6,4,6,6,"split_356",0.417495029821074,0.223826714801444,0.943,0.933,0.921,0.905,0.831,0.881,0.962,0.898,0.978,0.943
6,3,3,6,4,6,6,"split_357",0.415384615384615,0.255384615384615,0.932,0.932,0.92,0.908,0.823,0.883,0.958,0.892,0.976,0.948
2,4,3,6,4,6,6,"split_358",0.443983402489627,0.194630872483221,0.932,0.935,0.906,0.908,0.814,0.904,0.962,0.899,0.976,0.946
5,4,3,6,4,6,6,"split_359",0.451680672268908,0.1875,0.942,0.942,0.91,0.907,0.818,0.896,0.965,0.902,0.979,0.947
6,4,3,6,4,6,6,"split_360",0.453271028037383,0.221590909090909,0.925,0.935,0.902,0.914,0.808,0.896,0.956,0.899,0.971,0.952
2,3,2,1,5,6,6,"split_361",0.306122448979592,0.420689655172414,0.938,0.879,0.921,0.891,0.819,0.858,0.974,0.799,0.984,0.888
5,3,2,1,5,6,6,"split_362",0.31198347107438,0.408783783783784,0.938,0.882,0.923,0.898,0.822,0.852,0.974,0.818,0.985,0.896
6,3,2,1,5,6,6,"split_363",0.298165137614679,0.412790697674419,0.939,0.888,0.914,0.902,0.818,0.853,0.973,0.835,0.983,0.906
2,4,2,1,5,6,6,"split_364",0.334773218142549,0.369085173501577,0.928,0.9,0.919,0.9,0.805,0.875,0.972,0.805,0.982,0.902
5,4,2,1,5,6,6,"split_365",0.341356673960613,0.359133126934985,0.927,0.907,0.914,0.908,0.808,0.87,0.974,0.824,0.983,0.905
6,4,2,1,5,6,6,"split_366",0.330073349633252,0.369272237196765,0.922,0.907,0.899,0.909,0.802,0.868,0.971,0.846,0.98,0.914
2,3,3,1,5,6,6,"split_367",0.306122448979592,0.420689655172414,0.947,0.884,0.923,0.887,0.838,0.866,0.969,0.873,0.982,0.92
5,3,3,1,5,6,6,"split_368",0.31198347107438,0.408783783783784,0.942,0.888,0.924,0.888,0.843,0.858,0.97,0.878,0.981,0.921
6,3,3,1,5,6,6,"split_369",0.298165137614679,0.412790697674419,0.939,0.889,0.912,0.891,0.835,0.864,0.968,0.885,0.978,0.929
2,4,3,1,5,6,6,"split_370",0.334773218142549,0.369085173501577,0.941,0.898,0.91,0.891,0.825,0.882,0.969,0.881,0.98,0.928
5,4,3,1,5,6,6,"split_371",0.341356673960613,0.359133126934985,0.934,0.902,0.909,0.888,0.83,0.874,0.969,0.893,0.979,0.93
6,4,3,1,5,6,6,"split_372",0.330073349633252,0.369272237196765,0.935,0.903,0.913,0.901,0.82,0.877,0.966,0.886,0.977,0.932
2,3,2,6,5,6,6,"split_373",0.392649903288201,0.262357414448669,0.935,0.923,0.917,0.913,0.809,0.882,0.962,0.902,0.978,0.953
5,3,2,6,5,6,6,"split_374",0.399217221135029,0.252788104089219,0.936,0.924,0.912,0.913,0.812,0.875,0.964,0.9,0.979,0.948
6,3,2,6,5,6,6,"split_375",0.39524838012959,0.280757097791798,0.937,0.923,0.926,0.917,0.807,0.872,0.962,0.899,0.981,0.951
2,4,2,6,5,6,6,"split_376",0.424489795918367,0.220689655172414,0.923,0.939,0.9,0.919,0.795,0.899,0.962,0.906,0.976,0.954
5,4,2,6,5,6,6,"split_377",0.431818181818182,0.212837837837838,0.928,0.944,0.905,0.924,0.798,0.892,0.963,0.907,0.978,0.957
6,4,2,6,5,6,6,"split_378",0.431192660550459,0.244186046511628,0.925,0.938,0.892,0.919,0.791,0.887,0.96,0.905,0.974,0.952
2,3,3,6,5,6,6,"split_379",0.392649903288201,0.262357414448669,0.939,0.92,0.914,0.906,0.829,0.889,0.964,0.882,0.979,0.933
5,3,3,6,5,6,6,"split_380",0.399217221135029,0.252788104089219,0.939,0.925,0.922,0.906,0.833,0.88,0.966,0.887,0.981,0.936
6,3,3,6,5,6,6,"split_381",0.39524838012959,0.280757097791798,0.942,0.927,0.92,0.911,0.825,0.882,0.965,0.883,0.98,0.939
2,4,3,6,5,6,6,"split_382",0.424489795918367,0.220689655172414,0.938,0.931,0.908,0.907,0.816,0.904,0.966,0.881,0.979,0.937
5,4,3,6,5,6,6,"split_383",0.431818181818182,0.212837837837838,0.933,0.935,0.911,0.906,0.821,0.895,0.967,0.884,0.978,0.936
6,4,3,6,5,6,6,"split_384",0.431192660550459,0.244186046511628,0.929,0.929,0.9,0.909,0.81,0.895,0.964,0.889,0.976,0.942
